,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,BFSdist.0,Node.0,n.0,Vector.0,ToDo.0,int.0,indirConn.0,Node.1,n2.0,=.0,nan.0,for.0,Enumeration.0,es.0,=.1,n.1,adjEdges.0,elements.0,es.1,hasMoreElements.0,n2.1,=.2,n.2,adjNode.0,Edge.0,es.2,nextElement.0,if.0,n2.2,dist.0,<.0,0.0,n2.3,dist.1,=.3,n.3,dist.2,+.0,1.0,indirConn.1,n2.4,dist.3,++.0,// important add adds to the end of the list.200,ToDo.1,add.0,n2.5,if.1,ToDo.2,isEmpty.0,n2.6,=.4,Node.2,ToDo.3,remove.0,0.1,BFSdist.1,n2.7,ToDo.4,indirConn.2,code,participant_summary
0,136,BFSdist,44521080,1212123439883,20637829388,1,1,"(0.10564842075109482, 0.4864613115787506)","(0.11527430266141891, 0.4715712368488312)",1,1,2.4781494140625,2.4825897216796875,Fixation,POINT (0.1104613617062569 0.4790162742137909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123448216,20637837721,1,1,"(0.10612008720636368, 0.499015748500824)","(0.11335853487253189, 0.4748980402946472)",1,1,2.4807586669921875,2.46600341796875,Fixation,POINT (0.1097393110394478 0.4869568943977356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123456554,20637846059,1,1,"(0.10501501709222794, 0.4904347062110901)","(0.10975266993045807, 0.4731893837451935)",1,1,2.5077362060546875,2.471588134765625,Fixation,POINT (0.107383843511343 0.4818120449781418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123464887,20637854392,1,1,"(0.1055915504693985, 0.483195424079895)","(0.11452093720436096, 0.4679083228111267)",1,1,2.4834747314453125,2.46466064453125,Fixation,POINT (0.1100562438368797 0.4755518734455109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123473220,20637862725,1,1,"(0.10161493718624115, 0.4823882579803467)","(0.11588049679994583, 0.4711504876613617)",1,1,2.51629638671875,2.46832275390625,Fixation,POINT (0.1087477169930935 0.4767693728208542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123481554,20637871059,1,1,"(0.10528294742107391, 0.4800490438938141)","(0.11480806022882462, 0.470921128988266)",1,1,2.478668212890625,2.479248046875,Fixation,POINT (0.1100455038249493 0.47548508644104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123489887,20637879392,1,1,"(0.10857634991407394, 0.49272826313972473)","(0.11269532889127731, 0.47356125712394714)",1,1,2.49127197265625,2.4510955810546875,Fixation,POINT (0.1106358394026756 0.4831447601318359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123498220,20637887725,1,1,"(0.10218022018671036, 0.4794432520866394)","(0.10998618602752686, 0.47473224997520447)",1,1,2.515975952148437,2.481063842773437,Fixation,POINT (0.1060832031071186 0.4770877510309219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123506554,20637896059,1,1,"(0.10233596712350845, 0.48241162300109863)","(0.10980729758739471, 0.47061672806739807)",1,1,2.509613037109375,2.473007202148437,Fixation,POINT (0.1060716323554516 0.4765141755342484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123514887,20637904392,1,1,"(0.09998266398906708, 0.48438793420791626)","(0.11173364520072937, 0.46849310398101807)",1,1,2.5130615234375,2.4801177978515625,Fixation,POINT (0.1058581545948982 0.4764405190944672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123523220,20637912725,1,1,"(0.105522021651268, 0.4998829960823059)","(0.11480235308408737, 0.4836637079715729)",1,1,2.49176025390625,2.47772216796875,Fixation,POINT (0.1101621873676777 0.4917733520269394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123531554,20637921059,1,1,"(0.10637406259775162, 0.49914878606796265)","(0.11274217069149017, 0.47465357184410095)",1,1,2.5058135986328125,2.478378295898437,Fixation,POINT (0.1095581166446209 0.4869011789560318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123539887,20637929392,1,1,"(0.1046585962176323, 0.5028502345085144)","(0.10915982723236084, 0.47391068935394287)",1,1,2.50811767578125,2.483306884765625,Fixation,POINT (0.1069092117249966 0.4883804619312286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123548220,20637937725,1,1,"(0.10056262463331223, 0.4968964755535126)","(0.10603663325309753, 0.47486451268196106)",1,1,2.5067596435546875,2.493637084960937,Fixation,POINT (0.1032996289432049 0.4858804941177368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123556553,20637946058,1,1,"(0.10100477188825607, 0.5018061995506287)","(0.10845211893320084, 0.478462815284729)",1,1,2.504486083984375,2.495086669921875,Fixation,POINT (0.1047284454107284 0.4901345074176788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123564888,20637954392,1,1,"(0.10424928367137909, 0.49891600012779236)","(0.11177973449230194, 0.48405998945236206)",1,1,2.5070953369140625,2.4804840087890625,Fixation,POINT (0.1080145090818405 0.4914879947900772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123573221,20637962725,1,1,"(0.1031641960144043, 0.4884137213230133)","(0.11206415295600891, 0.48704227805137634)",1,1,2.5091705322265625,2.491195678710937,Fixation,POINT (0.1076141744852066 0.4877279996871948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123581554,20637971058,1,1,"(0.1090971902012825, 0.482844740152359)","(0.11991101503372192, 0.47422194480895996)",1,1,2.50555419921875,2.4833526611328125,Fixation,POINT (0.1145041026175022 0.4785333424806595),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
0,136,BFSdist,44521080,1212123589893,20637979397,1,1,"(0.10364920645952225, 0.4820635914802551)","(0.11002662777900696, 0.4802311658859253)",1,1,2.514678955078125,2.4719696044921875,Fixation,POINT (0.1068379171192646 0.4811473786830902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212123639893,20638029397,1,1,"(0.11182588338851929, 0.16086596250534058)","(0.13151691854000092, 0.1511603593826294)",1,1,2.480010986328125,2.434051513671875,Fixation,POINT (0.1216714009642601 0.156013160943985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123648226,20638037730,1,1,"(0.10521586984395981, 0.15937703847885132)","(0.12766295671463013, 0.1514517217874527)",1,1,2.501617431640625,2.4372100830078125,Fixation,POINT (0.116439413279295 0.155414380133152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123656560,20638046064,1,1,"(0.10991190373897552, 0.15441887080669403)","(0.13130366802215576, 0.14778949320316315)",1,1,2.503692626953125,2.46881103515625,Fixation,POINT (0.1206077858805656 0.1511041820049286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123664893,20638054397,1,1,"(0.10670361667871475, 0.15146324038505554)","(0.1310620903968811, 0.1483532190322876)",1,1,2.471343994140625,2.4522857666015625,Fixation,POINT (0.1188828535377979 0.1499082297086716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123673226,20638062730,1,1,"(0.10490263253450394, 0.15337330102920532)","(0.12886202335357666, 0.14083705842494965)",1,1,2.4755096435546875,2.4380035400390625,Fixation,POINT (0.1168823279440403 0.1471051797270775),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123681560,20638071064,1,1,"(0.10711333900690079, 0.15503336489200592)","(0.1245662197470665, 0.15142589807510376)",1,1,2.48248291015625,2.437606811523437,Fixation,POINT (0.1158397793769836 0.1532296314835548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123689893,20638079397,1,1,"(0.10872269421815872, 0.15401509404182434)","(0.12423115968704224, 0.15556664764881134)",1,1,2.4898834228515625,2.438446044921875,Fixation,POINT (0.1164769269526005 0.1547908708453178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123698226,20638087730,1,1,"(0.10724876075983047, 0.16216284036636353)","(0.12186434119939804, 0.15480798482894897)",1,1,2.476898193359375,2.4406280517578125,Fixation,POINT (0.1145565509796143 0.1584854125976562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123706559,20638096063,1,1,"(0.10642009228467941, 0.15902788937091827)","(0.12137220799922943, 0.1563350260257721)",1,1,2.475250244140625,2.427276611328125,Fixation,POINT (0.1138961501419544 0.1576814576983452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123714893,20638104397,1,1,"(0.10369563847780228, 0.16215059161186218)","(0.12480942159891129, 0.16111886501312256)",1,1,2.466644287109375,2.4212799072265625,Fixation,POINT (0.1142525300383568 0.1616347283124924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123723231,20638112735,1,1,"(0.10596679151058197, 0.16243858635425568)","(0.12417345494031906, 0.15794101357460022)",1,1,2.4604949951171875,2.43212890625,Fixation,POINT (0.1150701232254505 0.160189799964428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123731565,20638121069,1,1,"(0.1080346405506134, 0.15754227340221405)","(0.12485271692276001, 0.15911510586738586)",1,1,2.45111083984375,2.430023193359375,Fixation,POINT (0.1164436787366867 0.1583286896348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123739898,20638129402,1,1,"(0.1076570376753807, 0.15826113522052765)","(0.12736114859580994, 0.15494412183761597)",1,1,2.465911865234375,2.4229888916015625,Fixation,POINT (0.1175090931355953 0.1566026285290718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123748231,20638137735,1,1,"(0.10679623484611511, 0.1525452435016632)","(0.12935146689414978, 0.14328108727931976)",1,1,2.456161499023437,2.414306640625,Fixation,POINT (0.1180738508701324 0.1479131653904915),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123756564,20638146068,1,1,"(0.1064254567027092, 0.1518864780664444)","(0.1275777518749237, 0.14433518052101135)",1,1,2.481918334960937,2.411956787109375,Fixation,POINT (0.1170016042888164 0.1481108292937279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123764900,20638154404,1,1,"(0.10783649981021881, 0.15362216532230377)","(0.1286851167678833, 0.14546693861484528)",1,1,2.46942138671875,2.42413330078125,Fixation,POINT (0.1182608082890511 0.1495445519685745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123773233,20638162737,1,1,"(0.10359818488359451, 0.14784733951091766)","(0.13193917274475098, 0.14731496572494507)",1,1,2.4530792236328125,2.43212890625,Fixation,POINT (0.1177686788141727 0.1475811526179314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123781566,20638171070,1,1,"(0.10449804365634918, 0.1541447937488556)","(0.13486753404140472, 0.15154168009757996)",1,1,2.45806884765625,2.4267730712890625,Fixation,POINT (0.119682788848877 0.1528432369232178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123789900,20638179404,1,1,"(0.10523570328950882, 0.15209616720676422)","(0.1338028609752655, 0.15057769417762756)",1,1,2.4554595947265625,2.398895263671875,Fixation,POINT (0.1195192821323872 0.1513369306921959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123798234,20638187737,1,1,"(0.10220792144536972, 0.154581218957901)","(0.13106341660022736, 0.1573871225118637)",1,1,2.4707183837890625,2.3858642578125,Fixation,POINT (0.1166356690227985 0.1559841707348824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123806565,20638196068,1,1,"(0.10328240692615509, 0.1571921855211258)","(0.1272316724061966, 0.16696926951408386)",1,1,2.466522216796875,2.3893585205078125,Fixation,POINT (0.1152570396661758 0.1620807275176048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123814899,20638204402,1,1,"(0.10554416477680206, 0.1644543558359146)","(0.12529341876506805, 0.1655385047197342)",1,1,2.4561309814453125,2.4127349853515625,Fixation,POINT (0.1154187917709351 0.1649964302778244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123823232,20638212735,1,1,"(0.10916215926408768, 0.15749846398830414)","(0.12282580137252808, 0.15168467164039612)",1,1,2.465682983398437,2.404754638671875,Fixation,POINT (0.1159939803183079 0.1545915678143501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123831565,20638221068,1,1,"(0.10764103382825851, 0.14988933503627777)","(0.12723775207996368, 0.15231630206108093)",1,1,2.4683074951171875,2.4104461669921875,Fixation,POINT (0.1174393929541111 0.1511028185486794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123839899,20638229402,1,1,"(0.10701251029968262, 0.14466272294521332)","(0.12941260635852814, 0.1442224085330963)",1,1,2.4591064453125,2.3980712890625,Fixation,POINT (0.1182125583291054 0.1444425657391548),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123848232,20638237735,1,1,"(0.10531549155712128, 0.1500646322965622)","(0.12516388297080994, 0.14971713721752167)",1,1,2.449325561523437,2.3831329345703125,Fixation,POINT (0.1152396872639656 0.1498908847570419),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123856570,20638246073,1,1,"(0.11162955313920975, 0.14029653370380402)","(0.12905581295490265, 0.1398293524980545)",1,1,2.4547271728515625,2.419540405273437,Fixation,POINT (0.1203426830470562 0.1400629431009293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123864904,20638254407,1,1,"(0.11257369071245193, 0.14911743998527527)","(0.12832817435264587, 0.14566358923912048)",1,1,2.4463348388671875,2.3874664306640625,Fixation,POINT (0.1204509325325489 0.1473905146121979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123881570,20638271073,1,1,"(0.1594989150762558, 0.12900401651859283)","(0.17726106941699982, 0.1272086203098297)",1,1,2.468017578125,2.4037628173828125,Fixation,POINT (0.1683799922466278 0.1281063184142113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123889904,20638279407,1,1,"(0.16725729405879974, 0.12951011955738068)","(0.18297640979290009, 0.12314417213201523)",1,1,2.455535888671875,2.3962860107421875,Fixation,POINT (0.1751168519258499 0.126327145844698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123898237,20638287740,1,1,"(0.18451052904129028, 0.13176999986171722)","(0.18283481895923615, 0.11771050095558167)",1,1,2.4369659423828125,2.414581298828125,Fixation,POINT (0.1836726740002632 0.1247402504086494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123906570,20638296073,1,1,"(0.1813826709985733, 0.14322751760482788)","(0.1782837212085724, 0.12891437113285065)",1,1,2.4382476806640625,2.40155029296875,Fixation,POINT (0.1798331961035728 0.1360709443688393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123914904,20638304407,1,1,"(0.18073831498622894, 0.1471354216337204)","(0.17794904112815857, 0.12601451575756073)",1,1,2.4171295166015625,2.4060516357421875,Fixation,POINT (0.1793436780571938 0.1365749686956406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123923237,20638312740,1,1,"(0.17832410335540771, 0.136203795671463)","(0.1802886724472046, 0.12787888944149017)",1,1,2.422882080078125,2.40142822265625,Fixation,POINT (0.1793063879013062 0.1320413425564766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123931570,20638321073,1,1,"(0.1787009984254837, 0.12357059866189957)","(0.18251627683639526, 0.12553037703037262)",1,1,2.4281158447265625,2.4231414794921875,Fixation,POINT (0.1806086376309395 0.1245504878461361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123939904,20638329407,1,1,"(0.17919813096523285, 0.12518607079982758)","(0.18385744094848633, 0.11413144320249557)",1,1,2.4087371826171875,2.3935089111328125,Fixation,POINT (0.1815277859568596 0.1196587570011616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123948237,20638337740,1,1,"(0.18073050677776337, 0.13442961871623993)","(0.1854117512702942, 0.12099981307983398)",1,1,2.4447174072265625,2.418930053710937,Fixation,POINT (0.1830711290240288 0.127714715898037),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123956572,20638346075,1,1,"(0.17747099697589874, 0.13987457752227783)","(0.18273165822029114, 0.12923318147659302)",1,1,2.421966552734375,2.395538330078125,Fixation,POINT (0.1801013275980949 0.1345538794994354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123964906,20638354409,1,1,"(0.17659884691238403, 0.14622846245765686)","(0.1811339110136032, 0.12867015600204468)",1,1,2.41021728515625,2.3967742919921875,Fixation,POINT (0.1788663789629936 0.1374493092298508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123973239,20638362742,1,1,"(0.17872174084186554, 0.1458253711462021)","(0.17761850357055664, 0.12487790733575821)",1,1,2.4462127685546875,2.398712158203125,Fixation,POINT (0.1781701222062111 0.1353516392409802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123981573,20638371076,1,1,"(0.1800481081008911, 0.14759962260723114)","(0.17839492857456207, 0.12430234998464584)",1,1,2.43060302734375,2.41021728515625,Fixation,POINT (0.1792215183377266 0.1359509862959385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123989907,20638379410,1,1,"(0.17772021889686584, 0.14625293016433716)","(0.17779545485973358, 0.1352984756231308)",1,1,2.440170288085937,2.415252685546875,Fixation,POINT (0.1777578368782997 0.140775702893734),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212123998240,20638387743,1,1,"(0.1811705231666565, 0.1524633765220642)","(0.18182697892189026, 0.12704721093177795)",1,1,2.4158477783203125,2.40875244140625,Fixation,POINT (0.1814987510442734 0.1397552937269211),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124006573,20638396076,1,1,"(0.1794455200433731, 0.14216728508472443)","(0.18321502208709717, 0.1242808923125267)",1,1,2.44549560546875,2.4058380126953125,Fixation,POINT (0.1813302710652351 0.1332240886986256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124014907,20638404410,1,1,"(0.18426404893398285, 0.1519397646188736)","(0.1754576861858368, 0.12302293628454208)",1,1,2.418914794921875,2.40673828125,Fixation,POINT (0.1798608675599098 0.1374813504517078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124023240,20638412743,1,1,"(0.17959946393966675, 0.14090974628925323)","(0.1760719269514084, 0.12008018791675568)",1,1,2.4118804931640625,2.415267944335937,Fixation,POINT (0.1778356954455376 0.1304949671030045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124031574,20638421076,1,1,"(0.1793195754289627, 0.13660694658756256)","(0.1842319667339325, 0.11307646334171295)",1,1,2.423980712890625,2.4125518798828125,Fixation,POINT (0.1817757710814476 0.1248417049646378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124039908,20638429410,1,1,"(0.17727242410182953, 0.12543010711669922)","(0.18053700029850006, 0.12480676919221878)",1,1,2.430816650390625,2.42828369140625,Fixation,POINT (0.1789047122001648 0.125118438154459),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124048241,20638437743,1,1,"(0.18370786309242249, 0.12356140464544296)","(0.18128660321235657, 0.12645171582698822)",1,1,2.442840576171875,2.4004364013671875,Fixation,POINT (0.1824972331523895 0.1250065602362156),,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124789939,20639179438,1,1,"(0.07261935621500015, 0.19594216346740723)","(0.10097701102495193, 0.23177067935466766)",1,1,2.6283721923828125,2.456939697265625,,POINT (0.086798183619976 0.2138564214110374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,BFSdist,44521080,1212124798272,20639187771,1,1,"(0.07438912987709045, 0.19655601680278778)","(0.08988790959119797, 0.19226612150669098)",1,1,2.615585327148437,2.4548797607421875,Fixation,POINT (0.0821385197341442 0.1944110691547394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124806606,20639196105,1,1,"(0.07578731328248978, 0.20502232015132904)","(0.09385832399129868, 0.1684342622756958)",1,1,2.609710693359375,2.47467041015625,Fixation,POINT (0.0848228186368942 0.1867282912135124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124814939,20639204438,1,1,"(0.07660321146249771, 0.2085399627685547)","(0.08528763800859451, 0.16457201540470123)",1,1,2.5971221923828125,2.4780426025390625,Fixation,POINT (0.0809454247355461 0.186555989086628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,BFSdist,44521080,1212124823272,20639212771,1,1,"(0.07083111256361008, 0.2094370275735855)","(0.07633358240127563, 0.17917945981025696)",1,1,2.6142578125,2.470062255859375,Fixation,POINT (0.0735823474824429 0.1943082436919212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
