,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,addPKColumn.0,String.0,aPKColName.0,throws.0,IllegalArgumentException.0,Column.0,col.0,=.0,Column.1,colMap.0,get.0,aPKColName.1,if.0,col.1,==.0,nan.0,throw.0,new.0,IllegalArgumentException.1,"""The column |"".100",+.0,aPKColName.2,+.1,"""| does not belong to the table |"".101",+.2,name.0,+.3,"""|"".0",pkColumns.0,add.0,col.2,code,participant_summary
0,136,addPKColumn,51577053,1211463414064,19977806231,1,1,"(0.07164844870567322, 0.17143334448337555)","(0.08697156608104706, 0.14703571796417236)",1,1,2.5091094970703125,2.473876953125,Fixation,POINT (0.0793100073933601 0.159234531223774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463422398,19977814565,1,1,"(0.07273517549037933, 0.16624334454536438)","(0.08528357744216919, 0.15426979959011078)",1,1,2.499664306640625,2.4580841064453125,Fixation,POINT (0.0790093764662743 0.1602565720677376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463430731,19977822898,1,1,"(0.06649637967348099, 0.16860747337341309)","(0.07810337841510773, 0.1511697769165039)",1,1,2.500457763671875,2.487640380859375,Fixation,POINT (0.0722998790442944 0.1598886251449585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463439056,19977831223,1,1,"(0.07363826781511307, 0.16489019989967346)","(0.08966878056526184, 0.14103513956069946)",1,1,2.5048065185546875,2.4889373779296875,Fixation,POINT (0.0816535241901874 0.1529626697301865),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463447389,19977839556,1,1,"(0.06646490097045898, 0.16591355204582214)","(0.08546967059373856, 0.15370060503482819)",1,1,2.5216522216796875,2.4837799072265625,Fixation,POINT (0.0759672857820988 0.1598070785403252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463455723,19977847890,1,1,"(0.06255804747343063, 0.1701149046421051)","(0.08730398118495941, 0.15366075932979584)",1,1,2.5137939453125,2.481353759765625,Fixation,POINT (0.074931014329195 0.1618878319859505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463464056,19977856223,1,1,"(0.06454754620790482, 0.17253725230693817)","(0.08189775794744492, 0.15816855430603027)",1,1,2.4967803955078125,2.4681549072265625,Fixation,POINT (0.0732226520776749 0.1653529033064842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463472389,19977864556,1,1,"(0.06964799016714096, 0.1892673522233963)","(0.08148383349180222, 0.15444110333919525)",1,1,2.5059814453125,2.480987548828125,Fixation,POINT (0.0755659118294716 0.1718542277812958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463480723,19977872890,1,1,"(0.07451575994491577, 0.19163833558559418)","(0.07796547561883926, 0.15472833812236786)",1,1,2.50433349609375,2.4609375,Fixation,POINT (0.0762406177818775 0.173183336853981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463655741,19978047907,1,1,"(0.09247659891843796, 0.22347164154052734)","(0.0990111455321312, 0.13995780050754547)",1,1,2.544464111328125,2.57965087890625,,POINT (0.0957438722252846 0.1817147210240364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463672408,19978064574,1,1,"(0.09705819189548492, 0.22503609955310822)","(0.10926861315965652, 0.20333231985569)",1,1,2.516342163085937,2.466781616210937,Fixation,POINT (0.1031634025275707 0.2141842097043991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463680741,19978072907,1,1,"(0.09961088001728058, 0.1992928683757782)","(0.11032211035490036, 0.20271296799182892)",1,1,2.54107666015625,2.4869842529296875,Fixation,POINT (0.1049664951860905 0.2010029181838036),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463689074,19978081240,1,1,"(0.10011764615774155, 0.20964930951595306)","(0.10561371594667435, 0.18074007332324982)",1,1,2.49310302734375,2.458953857421875,Fixation,POINT (0.102865681052208 0.1951946914196014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463697408,19978089574,1,1,"(0.09245705604553223, 0.22621019184589386)","(0.10853847861289978, 0.17954854667186737)",1,1,2.4905242919921875,2.4901580810546875,Fixation,POINT (0.100497767329216 0.2028793692588806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463705741,19978097907,1,1,"(0.09753882139921188, 0.22196194529533386)","(0.10657808929681778, 0.1830456554889679)",1,1,2.5121002197265625,2.519622802734375,Fixation,POINT (0.1020584553480148 0.2025038003921509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463714074,19978106240,1,1,"(0.1028391644358635, 0.21885143220424652)","(0.11270371824502945, 0.182547464966774)",1,1,2.518463134765625,2.513885498046875,Fixation,POINT (0.1077714413404465 0.2006994485855102),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463722408,19978114574,1,1,"(0.09612151980400085, 0.20847755670547485)","(0.11601945757865906, 0.16892966628074646)",1,1,2.542999267578125,2.51898193359375,Fixation,POINT (0.10607048869133 0.1887036114931107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463730741,19978122907,1,1,"(0.09944646060466766, 0.2083607316017151)","(0.11772867292165756, 0.17442463338375092)",1,1,2.5222625732421875,2.50213623046875,Fixation,POINT (0.1085875667631626 0.191392682492733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463739074,19978131240,1,1,"(0.0986906960606575, 0.2128414362668991)","(0.11248461902141571, 0.18130700290203094)",1,1,2.5124053955078125,2.507675170898437,Fixation,POINT (0.1055876575410366 0.197074219584465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463747414,19978139580,1,1,"(0.09237899631261826, 0.22438843548297882)","(0.10760564357042313, 0.19188927114009857)",1,1,2.520721435546875,2.5102691650390625,Fixation,POINT (0.0999923199415207 0.2081388533115387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463755747,19978147913,1,1,"(0.09200228005647659, 0.22613243758678436)","(0.10948462784290314, 0.1913057118654251)",1,1,2.52423095703125,2.5084228515625,Fixation,POINT (0.1007434539496899 0.2087190747261047),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463764080,19978156246,1,1,"(0.10044267773628235, 0.2250645011663437)","(0.11256789416074753, 0.18907907605171204)",1,1,2.5337066650390625,2.5006103515625,Fixation,POINT (0.1065052859485149 0.2070717886090279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463772414,19978164580,1,1,"(0.10430030524730682, 0.22918345034122467)","(0.11256198585033417, 0.17908711731433868)",1,1,2.514892578125,2.516357421875,Fixation,POINT (0.1084311455488205 0.2041352838277817),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463780747,19978172913,1,1,"(0.10071273893117905, 0.21768249571323395)","(0.11300911754369736, 0.19012868404388428)",1,1,2.5542144775390625,2.5121612548828125,Fixation,POINT (0.1068609282374382 0.2039055898785591),,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463789080,19978181246,1,1,"(0.09082131832838058, 0.21195228397846222)","(0.11019165068864822, 0.19640453159809113)",1,1,2.523529052734375,2.493255615234375,Fixation,POINT (0.1005064845085144 0.2041784077882767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463797414,19978189580,1,1,"(0.09596915543079376, 0.22258692979812622)","(0.10895701497793198, 0.18528702855110168)",1,1,2.5286865234375,2.5205230712890625,Fixation,POINT (0.1024630852043629 0.203936979174614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463805747,19978197913,1,1,"(0.10390906035900116, 0.2214835286140442)","(0.11084087193012238, 0.19368375837802887)",1,1,2.52972412109375,2.513168334960937,Fixation,POINT (0.1073749661445618 0.2075836434960365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463814080,19978206246,1,1,"(0.10101001709699631, 0.21565988659858704)","(0.11954585462808609, 0.1821579933166504)",1,1,2.528564453125,2.494415283203125,Fixation,POINT (0.1102779358625412 0.1989089399576187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463822414,19978214580,1,1,"(0.09089644253253937, 0.20054414868354797)","(0.10569122433662415, 0.16058069467544556)",1,1,2.5341033935546875,2.495819091796875,Fixation,POINT (0.0982938334345818 0.1805624216794968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463830748,19978222913,1,1,"(0.08829884231090546, 0.1820797175168991)","(0.10389580577611923, 0.15076576173305511)",1,1,2.5447540283203125,2.503265380859375,Fixation,POINT (0.0960973240435123 0.1664227396249771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463839081,19978231246,1,1,"(0.09267811477184296, 0.17925332486629486)","(0.1103426069021225, 0.1428915560245514)",1,1,2.5208892822265625,2.4974517822265625,Fixation,POINT (0.1015103608369827 0.1610724404454231),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463847414,19978239579,1,1,"(0.09354177117347717, 0.18448400497436523)","(0.10889538377523422, 0.14294612407684326)",1,1,2.5074920654296875,2.4912872314453125,Fixation,POINT (0.1012185774743557 0.1637150645256042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463855748,19978247913,1,1,"(0.0939556136727333, 0.18332670629024506)","(0.10885831713676453, 0.1426430642604828)",1,1,2.539047241210937,2.517547607421875,Fixation,POINT (0.1014069654047489 0.1629848852753639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463864081,19978256246,1,1,"(0.09347593039274216, 0.1915421038866043)","(0.10796736180782318, 0.1399824321269989)",1,1,2.543121337890625,2.5177154541015625,Fixation,POINT (0.1007216461002827 0.1657622680068016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463872414,19978264579,1,1,"(0.09584667533636093, 0.19254302978515625)","(0.10536518692970276, 0.14602990448474884)",1,1,2.5393218994140625,2.519073486328125,Fixation,POINT (0.1006059311330318 0.1692864671349526),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463880754,19978272919,1,1,"(0.09158342331647873, 0.1808759719133377)","(0.10439798980951309, 0.1485903263092041)",1,1,2.5363311767578125,2.528778076171875,Fixation,POINT (0.0979907065629959 0.1647331491112709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463889087,19978281252,1,1,"(0.09445085376501083, 0.17947082221508026)","(0.10444918274879456, 0.14913447201251984)",1,1,2.539154052734375,2.536865234375,Fixation,POINT (0.0994500182569027 0.1643026471138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463897421,19978289586,1,1,"(0.0948672890663147, 0.18542343378067017)","(0.10559988021850586, 0.14879095554351807)",1,1,2.5660400390625,2.521942138671875,Fixation,POINT (0.1002335846424103 0.1671071946620941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463905754,19978297919,1,1,"(0.09304280579090118, 0.17834845185279846)","(0.11051823198795319, 0.14986853301525116)",1,1,2.5333251953125,2.538314819335937,Fixation,POINT (0.1017805188894272 0.1641084924340248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463914087,19978306252,1,1,"(0.0922158733010292, 0.182862788438797)","(0.10610659420490265, 0.14834614098072052)",1,1,2.5713348388671875,2.5492401123046875,Fixation,POINT (0.0991612337529659 0.1656044647097588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463922421,19978314586,1,1,"(0.09105699509382248, 0.18589480221271515)","(0.10732918232679367, 0.15884825587272644)",1,1,2.5521392822265625,2.5400390625,Fixation,POINT (0.0991930887103081 0.1723715290427208),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463930754,19978322919,1,1,"(0.08945467323064804, 0.17912721633911133)","(0.10925160348415375, 0.13976413011550903)",1,1,2.5610809326171875,2.550643920898437,Fixation,POINT (0.0993531383574009 0.1594456732273102),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463939087,19978331252,1,1,"(0.08866443485021591, 0.18646182119846344)","(0.10648304969072342, 0.13435330986976624)",1,1,2.566680908203125,2.5370330810546875,Fixation,POINT (0.0975737422704697 0.1604075655341148),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463947421,19978339586,1,1,"(0.09007475525140762, 0.18729563057422638)","(0.10469699651002884, 0.1452881395816803)",1,1,2.566757202148437,2.5546417236328125,Fixation,POINT (0.0973858758807182 0.1662918850779533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463955754,19978347919,1,1,"(0.08810136467218399, 0.18405912816524506)","(0.11141302436590195, 0.14577651023864746)",1,1,2.5630035400390625,2.54095458984375,Fixation,POINT (0.099757194519043 0.1649178192019463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463964087,19978356252,1,1,"(0.08763359487056732, 0.18232004344463348)","(0.10929478704929352, 0.14289678633213043)",1,1,2.5692596435546875,2.56927490234375,Fixation,POINT (0.0984641909599304 0.162608414888382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463972420,19978364585,1,1,"(0.09200219810009003, 0.1790350079536438)","(0.11092539131641388, 0.14432306587696075)",1,1,2.5601959228515625,2.550933837890625,Fixation,POINT (0.101463794708252 0.1616790369153023),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463980754,19978372919,1,1,"(0.09301678091287613, 0.1806349754333496)","(0.10483720153570175, 0.14358779788017273)",1,1,2.56182861328125,2.545761108398437,Fixation,POINT (0.0989269912242889 0.1621113866567612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463989087,19978381252,1,1,"(0.09247025847434998, 0.17387887835502625)","(0.11322551220655441, 0.14342467486858368)",1,1,2.580413818359375,2.53973388671875,Fixation,POINT (0.1028478853404522 0.158651776611805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211463997420,19978389585,1,1,"(0.09590175747871399, 0.17427660524845123)","(0.10676354914903641, 0.14797163009643555)",1,1,2.583648681640625,2.552734375,Fixation,POINT (0.1013326533138752 0.1611241176724434),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464005754,19978397919,1,1,"(0.09944729506969452, 0.17191199958324432)","(0.11263609677553177, 0.1495920866727829)",1,1,2.575057983398437,2.5515899658203125,Fixation,POINT (0.1060416959226131 0.1607520431280136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464030758,19978422923,1,1,"(0.1478687971830368, 0.1870877742767334)","(0.15569844841957092, 0.1349923312664032)",1,1,2.5973663330078125,2.58404541015625,Fixation,POINT (0.1517836228013039 0.1610400527715683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464039091,19978431256,1,1,"(0.14800840616226196, 0.17518067359924316)","(0.15915371477603912, 0.1352754682302475)",1,1,2.6014404296875,2.5594940185546875,Fixation,POINT (0.1535810604691505 0.1552280709147453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464047424,19978439589,1,1,"(0.14425291121006012, 0.17517465353012085)","(0.16028067469596863, 0.14049309492111206)",1,1,2.595245361328125,2.5605010986328125,Fixation,POINT (0.1522667929530144 0.1578338742256165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464055758,19978447923,1,1,"(0.1547418087720871, 0.1771874576807022)","(0.16334550082683563, 0.152030810713768)",1,1,2.5931396484375,2.548614501953125,Fixation,POINT (0.1590436547994614 0.1646091341972351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464064091,19978456256,1,1,"(0.15331649780273438, 0.1786804348230362)","(0.15808366239070892, 0.15032683312892914)",1,1,2.5951080322265625,2.55072021484375,Fixation,POINT (0.1557000800967216 0.1645036339759827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464072424,19978464589,1,1,"(0.15029019117355347, 0.1695718765258789)","(0.1516033113002777, 0.1400694102048874)",1,1,2.607284545898437,2.546737670898437,Fixation,POINT (0.1509467512369156 0.1548206433653832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464080759,19978472923,1,1,"(0.14953921735286713, 0.16727332770824432)","(0.15925924479961395, 0.1427556276321411)",1,1,2.5941162109375,2.5657501220703125,Fixation,POINT (0.1543992310762405 0.1550144776701927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464089092,19978481256,1,1,"(0.15119880437850952, 0.1646779179573059)","(0.1653241664171219, 0.13795971870422363)",1,1,2.6030731201171875,2.557281494140625,Fixation,POINT (0.1582614853978157 0.1513188183307648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464097425,19978489589,1,1,"(0.15579098463058472, 0.1686127781867981)","(0.16303075850009918, 0.13247546553611755)",1,1,2.57452392578125,2.5533599853515625,Fixation,POINT (0.159410871565342 0.1505441218614578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464105759,19978497923,1,1,"(0.15397001802921295, 0.17401807010173798)","(0.1618988960981369, 0.13138777017593384)",1,1,2.5711212158203125,2.5669708251953125,Fixation,POINT (0.1579344570636749 0.1527029201388359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464114092,19978506256,1,1,"(0.15215173363685608, 0.16651812195777893)","(0.1612808257341385, 0.1327965408563614)",1,1,2.5877227783203125,2.5556640625,Fixation,POINT (0.1567162796854973 0.1496573314070702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464122425,19978514589,1,1,"(0.1532154679298401, 0.16674545407295227)","(0.15841008722782135, 0.13495437800884247)",1,1,2.579833984375,2.5767364501953125,Fixation,POINT (0.1558127775788307 0.1508499160408974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464130759,19978522923,1,1,"(0.15185409784317017, 0.16440792381763458)","(0.15735718607902527, 0.12571783363819122)",1,1,2.603012084960937,2.5568084716796875,Fixation,POINT (0.1546056419610977 0.1450628787279129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464139094,19978531258,1,1,"(0.14830918610095978, 0.16828776895999908)","(0.15621361136436462, 0.12677697837352753)",1,1,2.5821990966796875,2.55267333984375,Fixation,POINT (0.1522613987326622 0.1475323736667633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464147427,19978539591,1,1,"(0.1510695070028305, 0.16991026699543)","(0.15554660558700562, 0.12466741353273392)",1,1,2.586410522460937,2.5487060546875,Fixation,POINT (0.1533080562949181 0.147288840264082),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464155761,19978547925,1,1,"(0.1516920030117035, 0.16259439289569855)","(0.16042056679725647, 0.13355642557144165)",1,1,2.5922393798828125,2.5369415283203125,Fixation,POINT (0.15605628490448 0.1480754092335701),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464164094,19978556258,1,1,"(0.15111668407917023, 0.163697749376297)","(0.15722672641277313, 0.14271293580532074)",1,1,2.55523681640625,2.5504150390625,Fixation,POINT (0.1541717052459717 0.1532053425908089),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464172427,19978564591,1,1,"(0.14939482510089874, 0.1609831303358078)","(0.1616705060005188, 0.14956851303577423)",1,1,2.5882720947265625,2.53192138671875,Fixation,POINT (0.1555326655507088 0.155275821685791),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464180761,19978572925,1,1,"(0.14848542213439941, 0.15800896286964417)","(0.1572573184967041, 0.14752429723739624)",1,1,2.581268310546875,2.519683837890625,Fixation,POINT (0.1528713703155518 0.1527666300535202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464189094,19978581258,1,1,"(0.15095019340515137, 0.1645369529724121)","(0.16254572570323944, 0.1347443163394928)",1,1,2.5525360107421875,2.5558013916015625,Fixation,POINT (0.1567479595541954 0.1496406346559524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464197427,19978589591,1,1,"(0.14959126710891724, 0.17616738379001617)","(0.1629692167043686, 0.13195177912712097)",1,1,2.5784912109375,2.5352783203125,Fixation,POINT (0.1562802419066429 0.1540595814585686),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464205761,19978597925,1,1,"(0.14986199140548706, 0.18014532327651978)","(0.1630251705646515, 0.13359080255031586)",1,1,2.546630859375,2.521957397460937,Fixation,POINT (0.1564435809850693 0.1568680629134178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464214094,19978606258,1,1,"(0.14906014502048492, 0.18103216588497162)","(0.16174772381782532, 0.14218957722187042)",1,1,2.562118530273437,2.52642822265625,Fixation,POINT (0.1554039344191551 0.161610871553421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464222427,19978614591,1,1,"(0.14967289566993713, 0.18376216292381287)","(0.16296230256557465, 0.1453300267457962)",1,1,2.543060302734375,2.518829345703125,Fixation,POINT (0.1563175991177559 0.1645460948348045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464230761,19978622925,1,1,"(0.1473095417022705, 0.1867661029100418)","(0.1630871742963791, 0.14232414960861206)",1,1,2.529541015625,2.530990600585937,Fixation,POINT (0.1551983579993248 0.1645451262593269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464239094,19978631258,1,1,"(0.14845040440559387, 0.1779477596282959)","(0.15788693726062775, 0.1386919915676117)",1,1,2.547821044921875,2.5207977294921875,Fixation,POINT (0.1531686708331108 0.1583198755979538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464247427,19978639591,1,1,"(0.14888650178909302, 0.17279499769210815)","(0.16092051565647125, 0.1454797089099884)",1,1,2.534576416015625,2.5270538330078125,Fixation,POINT (0.1549035087227821 0.1591373533010483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464255761,19978647925,1,1,"(0.15026001632213593, 0.17382079362869263)","(0.15648753941059113, 0.14387252926826477)",1,1,2.544036865234375,2.515380859375,Fixation,POINT (0.1533737778663635 0.1588466614484787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464264094,19978656258,1,1,"(0.14939643442630768, 0.1782066375017166)","(0.1533583551645279, 0.13921844959259033)",1,1,2.5453643798828125,2.5291290283203125,Fixation,POINT (0.1513773947954178 0.1587125435471535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464272435,19978664599,1,1,"(0.15394730865955353, 0.18287529051303864)","(0.15404856204986572, 0.14701777696609497)",1,1,2.544708251953125,2.5040283203125,Fixation,POINT (0.1539979353547096 0.1649465337395668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464280769,19978672933,1,1,"(0.14782363176345825, 0.17723588645458221)","(0.15608324110507965, 0.1396910399198532)",1,1,2.507171630859375,2.50360107421875,Fixation,POINT (0.151953436434269 0.1584634631872177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464289102,19978681266,1,1,"(0.14797450602054596, 0.17092886567115784)","(0.16578972339630127, 0.13854116201400757)",1,1,2.517852783203125,2.507080078125,Fixation,POINT (0.1568821147084236 0.1547350138425827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464297435,19978689599,1,1,"(0.1441429704427719, 0.17118240892887115)","(0.16051578521728516, 0.13055935502052307)",1,1,2.518768310546875,2.514739990234375,Fixation,POINT (0.1523293778300285 0.1508708819746971),,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464305769,19978697933,1,1,"(0.15349353849887848, 0.17063917219638824)","(0.15737643837928772, 0.12899255752563477)",1,1,2.542953491210937,2.5055694580078125,Fixation,POINT (0.1554349884390831 0.1498158648610115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464314102,19978706266,1,1,"(0.15467144548892975, 0.16412952542304993)","(0.1572520136833191, 0.14525334537029266)",1,1,2.5334930419921875,2.514068603515625,Fixation,POINT (0.1559617295861244 0.1546914353966713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,addPKColumn,51577053,1211464322436,19978714599,1,1,"(0.15321117639541626, 0.1651589721441269)","(0.15724097192287445, 0.1441781371831894)",1,1,2.5001373291015625,2.501068115234375,Fixation,POINT (0.1552260741591454 0.1546685546636581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
