,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,clearFieldersFromField.0,// clear all fielders from field.200,for.0,int.0,i.0,=.0,0.0,i.1,<.0,boardXDimension.0,i.2,for.1,int.1,j.0,=.1,0.1,j.1,<.1,boardYDimension.0,j.2,for.2,int.2,a.0,=.2,0.2,a.1,<.2,boardZDimension.0,a.2,cricketFieldPositions.0,i.3,j.3,a.3,=.3,0.3,code,participant_summary
0,136,clearFieldersFromField,45147874,1212273004094,20787392969,1,1,"(0.7758389711380005, 0.16399450600147247)","(0.7674735188484192, 0.17456264793872833)",1,1,2.67523193359375,2.5437164306640625,Fixation,POINT (0.7716562449932098 0.1692785769701004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273012427,20787401302,1,1,"(0.7707095742225647, 0.16468815505504608)","(0.766109049320221, 0.1605718582868576)",1,1,2.6724853515625,2.541229248046875,Fixation,POINT (0.7684093117713928 0.1626300066709518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273020765,20787409640,1,1,"(0.7730797529220581, 0.15652869641780853)","(0.7694078683853149, 0.17593790590763092)",1,1,2.6853790283203125,2.5221099853515625,Fixation,POINT (0.7712438106536865 0.1662333011627197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273029098,20787417973,1,1,"(0.7793851494789124, 0.14576958119869232)","(0.7720664739608765, 0.1555423140525818)",1,1,2.685653686523437,2.5210723876953125,Fixation,POINT (0.7757258117198944 0.150655947625637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273037431,20787426306,1,1,"(0.7786257266998291, 0.1519256830215454)","(0.7709179520606995, 0.17071671783924103)",1,1,2.65435791015625,2.524032592773437,Fixation,POINT (0.7747718393802643 0.1613212004303932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273045764,20787434639,1,1,"(0.7764350771903992, 0.16916903853416443)","(0.7706911563873291, 0.1799985021352768)",1,1,2.6555328369140625,2.501708984375,Fixation,POINT (0.7735631167888641 0.1745837703347206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273054098,20787442973,1,1,"(0.7730571627616882, 0.17194342613220215)","(0.7646961808204651, 0.16466525197029114)",1,1,2.634246826171875,2.5052642822265625,Fixation,POINT (0.7688766717910767 0.1683043390512466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273062431,20787451306,1,1,"(0.7759247422218323, 0.14649488031864166)","(0.7688291072845459, 0.14764933288097382)",1,1,2.6536102294921875,2.5159454345703125,Fixation,POINT (0.7723769247531891 0.1470721065998077),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273070764,20787459639,1,1,"(0.782060444355011, 0.1524549126625061)","(0.77475506067276, 0.16296429932117462)",1,1,2.633056640625,2.503814697265625,Fixation,POINT (0.7784077525138855 0.1577096059918404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273079098,20787467973,1,1,"(0.7842307686805725, 0.1471126526594162)","(0.7748172879219055, 0.17191658914089203)",1,1,2.6026763916015625,2.4972686767578125,Fixation,POINT (0.779524028301239 0.1595146209001541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273087431,20787476306,1,1,"(0.7798682451248169, 0.1698102205991745)","(0.7741107940673828, 0.1606033891439438)",1,1,2.609588623046875,2.47650146484375,Fixation,POINT (0.7769895195960999 0.1652068048715591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273095764,20787484639,1,1,"(0.7786778807640076, 0.1545761227607727)","(0.7684198021888733, 0.164235919713974)",1,1,2.6046905517578125,2.458709716796875,Fixation,POINT (0.7735488414764404 0.1594060212373734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273104098,20787492973,1,1,"(0.7737156748771667, 0.15027038753032684)","(0.7710056900978088, 0.16569139063358307)",1,1,2.5858154296875,2.4665679931640625,Fixation,POINT (0.7723606824874878 0.157980889081955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273112431,20787501306,1,1,"(0.7757090330123901, 0.17105939984321594)","(0.7745868563652039, 0.1653337925672531)",1,1,2.5742340087890625,2.461212158203125,Fixation,POINT (0.775147944688797 0.1681965962052345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273120764,20787509639,1,1,"(0.778929591178894, 0.16455402970314026)","(0.7734398245811462, 0.16683517396450043)",1,1,2.5824737548828125,2.4626617431640625,Fixation,POINT (0.7761847078800201 0.1656946018338203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273129098,20787517973,1,1,"(0.7791778445243835, 0.14555105566978455)","(0.7702791094779968, 0.16561181843280792)",1,1,2.573883056640625,2.4488983154296875,Fixation,POINT (0.7747284770011902 0.1555814370512962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273137431,20787526306,1,1,"(0.7771186232566833, 0.16803671419620514)","(0.7728284001350403, 0.17836664617061615)",1,1,2.5742950439453125,2.45654296875,Fixation,POINT (0.7749735116958618 0.1732016801834106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273145764,20787534639,1,1,"(0.7655903100967407, 0.15961790084838867)","(0.7698369026184082, 0.18163946270942688)",1,1,2.5892486572265625,2.458602905273437,Fixation,POINT (0.7677136063575745 0.1706286817789078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273154103,20787542978,1,1,"(0.7810516953468323, 0.15528322756290436)","(0.7718525528907776, 0.1614563912153244)",1,1,2.5705718994140625,2.44390869140625,Fixation,POINT (0.7764521241188049 0.1583698093891144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273162436,20787551311,1,1,"(0.7804983854293823, 0.16933751106262207)","(0.7772929072380066, 0.1568339765071869)",1,1,2.562484741210937,2.4363555908203125,Fixation,POINT (0.7788956463336945 0.1630857437849045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273170769,20787559644,1,1,"(0.772982656955719, 0.17173989117145538)","(0.7717717885971069, 0.16967913508415222)",1,1,2.5699005126953125,2.414947509765625,Fixation,POINT (0.772377222776413 0.1707095131278038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273179103,20787567978,1,1,"(0.7695974707603455, 0.14545953273773193)","(0.7714436650276184, 0.16504935920238495)",1,1,2.541473388671875,2.4449920654296875,Fixation,POINT (0.7705205678939819 0.1552544459700584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273187436,20787576311,1,1,"(0.7764194011688232, 0.16311953961849213)","(0.7764682769775391, 0.16808933019638062)",1,1,2.5623016357421875,2.4190216064453125,Fixation,POINT (0.7764438390731812 0.1656044349074364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273195769,20787584644,1,1,"(0.7777831554412842, 0.16358213126659393)","(0.7699747085571289, 0.1686447560787201)",1,1,2.5562896728515625,2.420745849609375,Fixation,POINT (0.7738789319992065 0.166113443672657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273204104,20787592978,1,1,"(0.7699039578437805, 0.15751172602176666)","(0.7721158266067505, 0.17021077871322632)",1,1,2.56231689453125,2.4260406494140625,Fixation,POINT (0.7710098922252655 0.1638612523674965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273212437,20787601311,1,1,"(0.7740488648414612, 0.1669846475124359)","(0.773874044418335, 0.17159037292003632)",1,1,2.556854248046875,2.447357177734375,Fixation,POINT (0.7739614546298981 0.1692875102162361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273220770,20787609644,1,1,"(0.7808741927146912, 0.13771171867847443)","(0.771213948726654, 0.1817551851272583)",1,1,2.52777099609375,2.4352264404296875,Fixation,POINT (0.7760440707206726 0.1597334519028664),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273229104,20787617978,1,1,"(0.7755340337753296, 0.16936130821704865)","(0.7678614258766174, 0.16915683448314667)",1,1,2.5752105712890625,2.430267333984375,Fixation,POINT (0.7716977298259735 0.1692590713500977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273237437,20787626311,1,1,"(0.7753552794456482, 0.15540990233421326)","(0.7696261405944824, 0.16263094544410706)",1,1,2.54376220703125,2.4235382080078125,Fixation,POINT (0.7724907100200653 0.1590204238891602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273245770,20787634644,1,1,"(0.7679736614227295, 0.16735263168811798)","(0.7713596224784851, 0.176357239484787)",1,1,2.553451538085937,2.4389801025390625,Fixation,POINT (0.7696666419506073 0.1718549355864525),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273254104,20787642978,1,1,"(0.7690991163253784, 0.15720996260643005)","(0.7722299695014954, 0.1710847169160843)",1,1,2.5491943359375,2.412750244140625,Fixation,POINT (0.7706645429134369 0.1641473397612572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273262437,20787651311,1,1,"(0.772217869758606, 0.15517038106918335)","(0.7719886302947998, 0.17304325103759766)",1,1,2.549545288085937,2.4073638916015625,Fixation,POINT (0.7721032500267029 0.1641068160533905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273270770,20787659644,1,1,"(0.7748018503189087, 0.16534431278705597)","(0.7735481262207031, 0.16407547891139984)",1,1,2.5434112548828125,2.4098052978515625,Fixation,POINT (0.7741749882698059 0.1647098958492279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273279107,20787667981,1,1,"(0.7743434906005859, 0.1531890630722046)","(0.7731130719184875, 0.16773343086242676)",1,1,2.5460205078125,2.407012939453125,Fixation,POINT (0.7737282812595367 0.1604612469673157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273287440,20787676314,1,1,"(0.7765682339668274, 0.17939455807209015)","(0.7686284780502319, 0.17673923075199127)",1,1,2.54241943359375,2.4152374267578125,Fixation,POINT (0.7725983560085297 0.1780668944120407),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273295773,20787684647,1,1,"(0.7744377255439758, 0.15950976312160492)","(0.7731618285179138, 0.16068552434444427)",1,1,2.5310516357421875,2.426376342773437,Fixation,POINT (0.7737997770309448 0.1600976437330246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273304107,20787692981,1,1,"(0.7710832953453064, 0.15053297579288483)","(0.7704074382781982, 0.16403166949748993)",1,1,2.52911376953125,2.397918701171875,Fixation,POINT (0.7707453668117523 0.1572823226451874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273312440,20787701314,1,1,"(0.7753693461418152, 0.1610022932291031)","(0.7703646421432495, 0.17458955943584442)",1,1,2.524398803710937,2.407989501953125,Fixation,POINT (0.7728669941425323 0.1677959263324738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273320773,20787709647,1,1,"(0.7720635533332825, 0.15398772060871124)","(0.7739585041999817, 0.16951632499694824)",1,1,2.5458221435546875,2.408538818359375,Fixation,POINT (0.7730110287666321 0.1617520228028297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273329107,20787717981,1,1,"(0.7737548351287842, 0.16956214606761932)","(0.7732639312744141, 0.17036153376102448)",1,1,2.5317535400390625,2.39642333984375,Fixation,POINT (0.7735093832015991 0.1699618399143219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273337440,20787726314,1,1,"(0.7754974961280823, 0.16200897097587585)","(0.7751874327659607, 0.1726306527853012)",1,1,2.529144287109375,2.423690795898437,Fixation,POINT (0.7753424644470215 0.1673198118805885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273345773,20787734647,1,1,"(0.7812052369117737, 0.15238119661808014)","(0.7702200412750244, 0.17427147924900055)",1,1,2.517807006835937,2.4102325439453125,Fixation,POINT (0.775712639093399 0.1633263379335403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273354107,20787742981,1,1,"(0.7828404903411865, 0.1567886769771576)","(0.7686360478401184, 0.16831952333450317)",1,1,2.5488433837890625,2.4251251220703125,Fixation,POINT (0.7757382690906525 0.1625541001558304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273362440,20787751314,1,1,"(0.8006845116615295, 0.15824778378009796)","(0.7846531867980957, 0.16534404456615448)",1,1,2.5130615234375,2.415435791015625,Fixation,POINT (0.7926688492298126 0.1617959141731262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273370773,20787759647,1,1,"(0.793556809425354, 0.15043134987354279)","(0.7908071279525757, 0.18076710402965546)",1,1,2.5335235595703125,2.41265869140625,Fixation,POINT (0.7921819686889648 0.1655992269515991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273379107,20787767981,1,1,"(0.7865186929702759, 0.16619084775447845)","(0.7783035039901733, 0.173624187707901)",1,1,2.5256805419921875,2.4060516357421875,Fixation,POINT (0.7824110984802246 0.1699075177311897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273387440,20787776314,1,1,"(0.7866086959838867, 0.1482670158147812)","(0.7781450152397156, 0.17688678205013275)",1,1,2.5229949951171875,2.399505615234375,Fixation,POINT (0.7823768556118011 0.162576898932457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273395773,20787784647,1,1,"(0.7840489149093628, 0.158657968044281)","(0.774367094039917, 0.17256926000118256)",1,1,2.527450561523437,2.3978271484375,Fixation,POINT (0.7792080044746399 0.1656136140227318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273404107,20787792981,1,1,"(0.7927009463310242, 0.15056490898132324)","(0.7777544856071472, 0.18241630494594574)",1,1,2.501815795898437,2.4195709228515625,Fixation,POINT (0.7852277159690857 0.1664906069636345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273412448,20787801321,1,1,"(0.7969111204147339, 0.1462423950433731)","(0.7825902700424194, 0.18392494320869446)",1,1,2.5188140869140625,2.3983154296875,Fixation,POINT (0.7897506952285767 0.1650836691260338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273420781,20787809654,1,1,"(0.789009153842926, 0.16028229892253876)","(0.7846119403839111, 0.17384858429431915)",1,1,2.50439453125,2.402923583984375,Fixation,POINT (0.7868105471134186 0.167065441608429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273429115,20787817988,1,1,"(0.7932999134063721, 0.15806788206100464)","(0.7917876243591309, 0.17417550086975098)",1,1,2.5108795166015625,2.3941650390625,Fixation,POINT (0.7925437688827515 0.1661216914653778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273437448,20787826321,1,1,"(0.7843610644340515, 0.15453162789344788)","(0.7807629704475403, 0.171018585562706)",1,1,2.479476928710937,2.4023895263671875,Fixation,POINT (0.7825620174407959 0.1627751067280769),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273445781,20787834654,1,1,"(0.7837267518043518, 0.1649009883403778)","(0.78580242395401, 0.17406609654426575)",1,1,2.489120483398437,2.3811492919921875,Fixation,POINT (0.7847645878791809 0.1694835424423218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273454115,20787842988,1,1,"(0.7901232838630676, 0.16021153330802917)","(0.7803536653518677, 0.17078985273838043)",1,1,2.509765625,2.410919189453125,Fixation,POINT (0.7852384746074677 0.1655006930232048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273462448,20787851321,1,1,"(0.7935233116149902, 0.15739242732524872)","(0.7847929000854492, 0.17856326699256897)",1,1,2.525634765625,2.38427734375,Fixation,POINT (0.7891581058502197 0.1679778471589088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273470781,20787859654,1,1,"(0.7918301224708557, 0.1453796923160553)","(0.7822642922401428, 0.1805097609758377)",1,1,2.5074005126953125,2.40460205078125,Fixation,POINT (0.7870472073554993 0.1629447266459465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273479114,20787867987,1,1,"(0.7906216382980347, 0.14925134181976318)","(0.7792431116104126, 0.1855413317680359)",1,1,2.49609375,2.37542724609375,Fixation,POINT (0.7849323749542236 0.1673963367938995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273487448,20787876321,1,1,"(0.7879745364189148, 0.15862205624580383)","(0.7719306945800781, 0.1809440553188324)",1,1,2.523468017578125,2.386199951171875,Fixation,POINT (0.7799526154994965 0.1697830557823181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273495781,20787884654,1,1,"(0.7837052345275879, 0.16111458837985992)","(0.7761350870132446, 0.17242272198200226)",1,1,2.476043701171875,2.3727569580078125,Fixation,POINT (0.7799201607704163 0.1667686551809311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273504115,20787892988,1,1,"(0.7799943685531616, 0.14165210723876953)","(0.7852548360824585, 0.1656319946050644)",1,1,2.4805450439453125,2.3681640625,Fixation,POINT (0.7826246023178101 0.153642050921917),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273512448,20787901321,1,1,"(0.7857898473739624, 0.1684349924325943)","(0.7812039256095886, 0.17730426788330078)",1,1,2.5034942626953125,2.3771209716796875,Fixation,POINT (0.7834968864917755 0.1728696301579475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273520781,20787909654,1,1,"(0.7870636582374573, 0.15007886290550232)","(0.7845211029052734, 0.1734849512577057)",1,1,2.481658935546875,2.388092041015625,Fixation,POINT (0.7857923805713654 0.161781907081604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273529115,20787917988,1,1,"(0.786572277545929, 0.15954242646694183)","(0.782947838306427, 0.1775224655866623)",1,1,2.4647979736328125,2.3762969970703125,Fixation,POINT (0.784760057926178 0.1685324460268021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273537448,20787926321,1,1,"(0.7899559736251831, 0.1663142442703247)","(0.7907310128211975, 0.16761642694473267)",1,1,2.4720611572265625,2.35028076171875,Fixation,POINT (0.7903434932231903 0.1669653356075287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273545786,20787934659,1,1,"(0.7934061884880066, 0.15765635669231415)","(0.7817829251289368, 0.1665700078010559)",1,1,2.4934234619140625,2.346649169921875,Fixation,POINT (0.7875945568084717 0.162113182246685),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273554120,20787942993,1,1,"(0.7848553657531738, 0.14883604645729065)","(0.7807722091674805, 0.1845821887254715)",1,1,2.4634246826171875,2.3455047607421875,Fixation,POINT (0.7828137874603271 0.1667091175913811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273562453,20787951326,1,1,"(0.7782198190689087, 0.1537082940340042)","(0.7751646041870117, 0.1844041794538498)",1,1,2.4641265869140625,2.3642578125,Fixation,POINT (0.7766922116279602 0.169056236743927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273570786,20787959659,1,1,"(0.785163402557373, 0.16991358995437622)","(0.7835549712181091, 0.18160901963710785)",1,1,2.4588775634765625,2.3439178466796875,Fixation,POINT (0.7843591868877411 0.175761304795742),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273579120,20787967993,1,1,"(0.7834720611572266, 0.13769854605197906)","(0.7816856503486633, 0.18152806162834167)",1,1,2.4681396484375,2.3617095947265625,Fixation,POINT (0.782578855752945 0.1596133038401604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273587453,20787976326,1,1,"(0.7888262867927551, 0.14959479868412018)","(0.7861824631690979, 0.17471477389335632)",1,1,2.477081298828125,2.3733673095703125,Fixation,POINT (0.7875043749809265 0.1621547862887382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273595786,20787984659,1,1,"(0.7878067493438721, 0.16328853368759155)","(0.7799570560455322, 0.17552094161510468)",1,1,2.482147216796875,2.3658905029296875,Fixation,POINT (0.7838819026947021 0.1694047376513481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273604120,20787992993,1,1,"(0.782012939453125, 0.1415456235408783)","(0.7806901931762695, 0.18508896231651306)",1,1,2.448348999023437,2.36102294921875,Fixation,POINT (0.7813515663146973 0.1633172929286957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273612453,20788001326,1,1,"(0.7845258116722107, 0.13478095829486847)","(0.7813159823417664, 0.17763687670230865)",1,1,2.459625244140625,2.33514404296875,Fixation,POINT (0.7829208970069885 0.1562089174985886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273620786,20788009659,1,1,"(0.7950606346130371, 0.1507914811372757)","(0.7916989326477051, 0.17801986634731293)",1,1,2.47296142578125,2.342742919921875,Fixation,POINT (0.7933797836303711 0.1644056737422943),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273629120,20788017992,1,1,"(0.7797176837921143, 0.15564003586769104)","(0.7803874015808105, 0.17562703788280487)",1,1,2.4735565185546875,2.3276519775390625,Fixation,POINT (0.7800525426864624 0.165633536875248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273637454,20788026326,1,1,"(0.7803781628608704, 0.1599961370229721)","(0.7809993624687195, 0.1806061714887619)",1,1,2.4703521728515625,2.361297607421875,Fixation,POINT (0.7806887626647949 0.170301154255867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273645787,20788034659,1,1,"(0.7931067943572998, 0.1636233627796173)","(0.7854208946228027, 0.18352890014648438)",1,1,2.4681549072265625,2.3545684814453125,Fixation,POINT (0.7892638444900513 0.1735761314630508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273654120,20788042992,1,1,"(0.7870408892631531, 0.15206676721572876)","(0.7851868271827698, 0.18082840740680695)",1,1,2.4488677978515625,2.352996826171875,Fixation,POINT (0.7861138582229614 0.1664475873112678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273662454,20788051326,1,1,"(0.786833643913269, 0.16369715332984924)","(0.7884777188301086, 0.1763143688440323)",1,1,2.4466094970703125,2.346923828125,Fixation,POINT (0.7876556813716888 0.1700057610869408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273670790,20788059662,1,1,"(0.785020649433136, 0.16040287911891937)","(0.7891324758529663, 0.17439445853233337)",1,1,2.448883056640625,2.3520050048828125,Fixation,POINT (0.7870765626430511 0.1673986688256264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273679123,20788067995,1,1,"(0.7863858342170715, 0.1710529327392578)","(0.7822767496109009, 0.17198778688907623)",1,1,2.4522247314453125,2.338226318359375,Fixation,POINT (0.7843312919139862 0.171520359814167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,clearFieldersFromField,45147874,1212273687457,20788076329,1,1,"(0.7864503860473633, 0.15893441438674927)","(0.7825582027435303, 0.18126517534255981)",1,1,2.483917236328125,2.348419189453125,Fixation,POINT (0.7845042943954468 0.1700997948646545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
