,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,private.0,void.0,goToRegistration.0,m_logo.0,setVisible.0,FALSE.0,m_login.0,setText.0,"""Cancel"".0",m_userLabel.0,setLocation.0,16.0,4.0,m_username.0,setLocation.1,16.1,24.0,m_passLabel.0,setLocation.2,16.2,52.0,m_password.0,setLocation.3,16.3,70.0,m_confirmPass.0,setVisible.1,TRUE.0,m_confPassLabel.0,setVisible.2,TRUE.1,m_male.0,setVisible.3,TRUE.2,m_female.0,setVisible.4,TRUE.3,this.0,setTitle.0,"""Registration"".0",code,participant_summary
0,136,goToRegistration,47570692,1211213804361,19728197490,1,1,"(0.0894368588924408, 0.18722018599510193)","(0.09492289274930954, 0.18730486929416656)",1,1,2.5623931884765625,2.574951171875,Fixation,POINT (0.0921798758208752 0.1872625276446342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213812695,19728205824,1,1,"(0.08844146877527237, 0.19093480706214905)","(0.09286380559206009, 0.1794493943452835)",1,1,2.566390991210937,2.555938720703125,Fixation,POINT (0.0906526371836662 0.1851921007037163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213821028,19728214157,1,1,"(0.08766821026802063, 0.19628094136714935)","(0.09235484153032303, 0.18422375619411469)",1,1,2.56231689453125,2.5674591064453125,Fixation,POINT (0.0900115258991718 0.190252348780632),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213829359,19728222488,1,1,"(0.08427054435014725, 0.19513554871082306)","(0.09518110752105713, 0.18390755355358124)",1,1,2.5673065185546875,2.569915771484375,Fixation,POINT (0.0897258259356022 0.1895215511322022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213837693,19728230822,1,1,"(0.08417943120002747, 0.19526159763336182)","(0.09653443843126297, 0.1885662078857422)",1,1,2.574188232421875,2.5576629638671875,Fixation,POINT (0.0903569348156452 0.191913902759552),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213846026,19728239155,1,1,"(0.08470416069030762, 0.19512513279914856)","(0.09899526089429855, 0.19064317643642426)",1,1,2.56744384765625,2.5890350341796875,Fixation,POINT (0.0918497107923031 0.1928841546177864),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213854359,19728247488,1,1,"(0.07378362864255905, 0.19234532117843628)","(0.09849056601524353, 0.19889622926712036)",1,1,2.574493408203125,2.575302124023437,Fixation,POINT (0.0861370973289013 0.1956207752227783),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213862693,19728255822,1,1,"(0.07521583139896393, 0.19074182212352753)","(0.103249691426754, 0.19773806631565094)",1,1,2.5721893310546875,2.5690460205078125,Fixation,POINT (0.089232761412859 0.1942399442195892),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213871026,19728264155,1,1,"(0.07374875247478485, 0.1951502114534378)","(0.09560653567314148, 0.2077597677707672)",1,1,2.56915283203125,2.58135986328125,Fixation,POINT (0.0846776440739632 0.2014549896121025),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213879359,19728272488,1,1,"(0.07701707631349564, 0.1997697502374649)","(0.0925581157207489, 0.20709997415542603)",1,1,2.5833282470703125,2.5929412841796875,Fixation,POINT (0.0847875960171223 0.2034348621964455),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213887693,19728280822,1,1,"(0.07630867511034012, 0.1988276094198227)","(0.09040728211402893, 0.20576462149620056)",1,1,2.5780792236328125,2.571685791015625,Fixation,POINT (0.0833579786121845 0.2022961154580116),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213896026,19728289155,1,1,"(0.08091047406196594, 0.20683729648590088)","(0.09028410911560059, 0.20705775916576385)",1,1,2.5716705322265625,2.5581512451171875,Fixation,POINT (0.0855972915887833 0.2069475278258324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213904359,19728297488,1,1,"(0.08496834337711334, 0.2158929407596588)","(0.09425930678844452, 0.19491362571716309)",1,1,2.55517578125,2.583038330078125,Fixation,POINT (0.0896138250827789 0.205403283238411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213912696,19728305825,1,1,"(0.0846320390701294, 0.21867775917053223)","(0.0933033898472786, 0.18806326389312744)",1,1,2.550079345703125,2.572494506835937,Fixation,POINT (0.088967714458704 0.2033705115318298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213921029,19728314158,1,1,"(0.0824890211224556, 0.2099626660346985)","(0.09330496937036514, 0.19098451733589172)",1,1,2.555572509765625,2.568954467773437,Fixation,POINT (0.0878969952464104 0.2004735916852951),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213929362,19728322491,1,1,"(0.075900137424469, 0.21048066020011902)","(0.0953797698020935, 0.18483471870422363)",1,1,2.55621337890625,2.553680419921875,Fixation,POINT (0.0856399536132812 0.1976576894521713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213937696,19728330825,1,1,"(0.07977032661437988, 0.20961728692054749)","(0.09782952070236206, 0.18570581078529358)",1,1,2.55462646484375,2.570541381835937,Fixation,POINT (0.088799923658371 0.1976615488529205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211213946029,19728339158,1,1,"(0.06387923657894135, 0.22259493172168732)","(0.0912560299038887, 0.1956203430891037)",1,1,2.5714263916015625,2.546234130859375,Fixation,POINT (0.077567633241415 0.2091076374053955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213962696,19728355825,1,1,"(0.05758209526538849, 0.20605406165122986)","(0.07273846119642258, 0.1929907202720642)",1,1,2.5482330322265625,2.5523834228515625,Fixation,POINT (0.0651602782309055 0.199522390961647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213971029,19728364158,1,1,"(0.05023249611258507, 0.21548618376255035)","(0.07474664598703384, 0.19258449971675873)",1,1,2.5558013916015625,2.54608154296875,Fixation,POINT (0.0624895710498095 0.2040353417396545),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213979362,19728372491,1,1,"(0.053403016179800034, 0.2062056064605713)","(0.06503526866436005, 0.19424793124198914)",1,1,2.5558319091796875,2.541656494140625,Fixation,POINT (0.05921914242208 0.2002267688512802),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213987697,19728380825,1,1,"(0.05186214670538902, 0.1972305327653885)","(0.06379901617765427, 0.2044500857591629)",1,1,2.556991577148437,2.5616455078125,Fixation,POINT (0.0578305814415216 0.2008403092622757),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211213996030,19728389158,1,1,"(0.054593462496995926, 0.19112767279148102)","(0.06549035757780075, 0.19611066579818726)",1,1,2.54443359375,2.5384979248046875,Fixation,POINT (0.0600419100373983 0.1936191692948341),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214004363,19728397491,1,1,"(0.051211681216955185, 0.1893865466117859)","(0.07016122341156006, 0.19260476529598236)",1,1,2.5411529541015625,2.529891967773437,Fixation,POINT (0.0606864523142576 0.1909956559538841),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214012697,19728405825,1,1,"(0.05176094174385071, 0.18281987309455872)","(0.07210489362478256, 0.19214671850204468)",1,1,2.54376220703125,2.5487823486328125,Fixation,POINT (0.0619329176843166 0.1874832957983017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214021030,19728414158,1,1,"(0.05226036533713341, 0.18219392001628876)","(0.071807362139225, 0.18167826533317566)",1,1,2.5473175048828125,2.5159454345703125,Fixation,POINT (0.0620338637381792 0.1819360926747322),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214029363,19728422491,1,1,"(0.05659371614456177, 0.17931818962097168)","(0.07122359424829483, 0.18703408539295197)",1,1,2.51812744140625,2.5255889892578125,Fixation,POINT (0.0639086551964283 0.1831761375069618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214037697,19728430825,1,1,"(0.056206393986940384, 0.18511906266212463)","(0.06421303004026413, 0.18893630802631378)",1,1,2.527313232421875,2.53778076171875,Fixation,POINT (0.0602097120136023 0.1870276853442192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214046037,19728439165,1,1,"(0.0598614364862442, 0.1871507316827774)","(0.06829381734132767, 0.18249595165252686)",1,1,2.542816162109375,2.519760131835937,Fixation,POINT (0.0640776269137859 0.1848233416676521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214054370,19728447498,1,1,"(0.05665064603090286, 0.1873375028371811)","(0.06424154341220856, 0.1826583296060562)",1,1,2.519622802734375,2.526336669921875,Fixation,POINT (0.0604460947215557 0.1849979162216186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214062704,19728455832,1,1,"(0.048966240137815475, 0.1940179020166397)","(0.0685238465666771, 0.19210955500602722)",1,1,2.530258178710937,2.5167694091796875,Fixation,POINT (0.0587450433522463 0.1930637285113335),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214071037,19728464165,1,1,"(0.047401733696460724, 0.19407740235328674)","(0.07102317363023758, 0.18488653004169464)",1,1,2.532928466796875,2.51776123046875,Fixation,POINT (0.0592124536633492 0.1894819661974907),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214079370,19728472498,1,1,"(0.04293224215507507, 0.19953905045986176)","(0.07287181168794632, 0.18860657513141632)",1,1,2.53387451171875,2.499267578125,Fixation,POINT (0.0579020269215107 0.194072812795639),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214087704,19728480832,1,1,"(0.04598201438784599, 0.18819981813430786)","(0.07376206666231155, 0.19115634262561798)",1,1,2.5158233642578125,2.505615234375,Fixation,POINT (0.0598720405250788 0.1896780803799629),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214096037,19728489165,1,1,"(0.04596172273159027, 0.1905449479818344)","(0.07315777987241745, 0.19273778796195984)",1,1,2.525482177734375,2.4989471435546875,Fixation,POINT (0.0595597513020039 0.1916413679718971),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214104370,19728497498,1,1,"(0.04469466209411621, 0.20162026584148407)","(0.06994982063770294, 0.19402767717838287)",1,1,2.517440795898437,2.484115600585937,Fixation,POINT (0.0573222413659096 0.1978239715099335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214112704,19728505832,1,1,"(0.04959292709827423, 0.20054808259010315)","(0.06762459129095078, 0.19508931040763855)",1,1,2.513427734375,2.495513916015625,Fixation,POINT (0.0586087591946125 0.1978186964988708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214121037,19728514165,1,1,"(0.050298016518354416, 0.18120023608207703)","(0.07071120291948318, 0.201442152261734)",1,1,2.4966583251953125,2.497039794921875,Fixation,POINT (0.0605046097189188 0.1913211941719055),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214129370,19728522498,1,1,"(0.05114849656820297, 0.17952953279018402)","(0.06899464130401611, 0.18922463059425354)",1,1,2.50640869140625,2.496200561523437,Fixation,POINT (0.0600715689361095 0.1843770816922188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214137704,19728530832,1,1,"(0.054022353142499924, 0.19249537587165833)","(0.0711931586265564, 0.19253790378570557)",1,1,2.497344970703125,2.50921630859375,Fixation,POINT (0.0626077558845282 0.192516639828682),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214146037,19728539165,1,1,"(0.05442466214299202, 0.18068090081214905)","(0.06558553874492645, 0.19420874118804932)",1,1,2.489654541015625,2.500732421875,Fixation,POINT (0.0600051004439592 0.1874448210000992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214154370,19728547498,1,1,"(0.05580316111445427, 0.17973174154758453)","(0.0677211806178093, 0.18935371935367584)",1,1,2.4904327392578125,2.484100341796875,Fixation,POINT (0.0617621708661318 0.1845427304506302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214162704,19728555832,1,1,"(0.05548764392733574, 0.18587279319763184)","(0.06774954497814178, 0.1858707219362259)",1,1,2.499252319335937,2.5197296142578125,Fixation,POINT (0.0616185944527388 0.1858717575669289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214171037,19728564165,1,1,"(0.051314759999513626, 0.18868084251880646)","(0.07160837948322296, 0.1842651665210724)",1,1,2.489974975585937,2.4956817626953125,Fixation,POINT (0.0614615697413683 0.1864730045199394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214179373,19728572501,1,1,"(0.05194078013300896, 0.19291119277477264)","(0.06890352815389633, 0.19128036499023438)",1,1,2.4994049072265625,2.498931884765625,Fixation,POINT (0.0604221541434526 0.1920957788825035),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214187707,19728580835,1,1,"(0.04773109033703804, 0.2038099616765976)","(0.06694250553846359, 0.18632273375988007)",1,1,2.469223022460937,2.516815185546875,Fixation,POINT (0.0573367979377508 0.1950663477182388),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214196040,19728589168,1,1,"(0.0508374460041523, 0.18607674539089203)","(0.05994134023785591, 0.1806516945362091)",1,1,2.48443603515625,2.5035858154296875,Fixation,POINT (0.0553893931210041 0.1833642199635506),,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214204373,19728597501,1,1,"(0.049960907548666, 0.20007143914699554)","(0.060442402958869934, 0.204051211476326)",1,1,2.479232788085937,2.4130096435546875,Fixation,POINT (0.055201655253768 0.2020613253116608),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214512716,19728905843,1,1,"(0.07949317246675491, 0.21461816132068634)","(0.09171725809574127, 0.21580785512924194)",1,1,2.486175537109375,2.45538330078125,,POINT (0.0856052152812481 0.2152130082249641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214521051,19728914177,1,1,"(0.07594224810600281, 0.21756429970264435)","(0.09175456315279007, 0.1865629255771637)",1,1,2.5048065185546875,2.4721221923828125,Fixation,POINT (0.0838484056293964 0.202063612639904),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214529384,19728922510,1,1,"(0.07984224706888199, 0.21638020873069763)","(0.09172126650810242, 0.1916099637746811)",1,1,2.5035552978515625,2.4774627685546875,Fixation,POINT (0.0857817567884922 0.2039950862526894),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214537717,19728930843,1,1,"(0.0784553587436676, 0.19659623503684998)","(0.0899597704410553, 0.18090616166591644)",1,1,2.508453369140625,2.47747802734375,Fixation,POINT (0.0842075645923614 0.1887511983513832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214546051,19728939177,1,1,"(0.07925090193748474, 0.18583287298679352)","(0.08918415009975433, 0.18573254346847534)",1,1,2.5077056884765625,2.464813232421875,Fixation,POINT (0.0842175260186195 0.1857827082276344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214554384,19728947510,1,1,"(0.0777207538485527, 0.18977689743041992)","(0.09224285930395126, 0.18490898609161377)",1,1,2.492645263671875,2.47320556640625,Fixation,POINT (0.084981806576252 0.1873429417610168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214562717,19728955843,1,1,"(0.0798926055431366, 0.19663862884044647)","(0.09549276530742645, 0.1879652440547943)",1,1,2.495712280273437,2.49053955078125,Fixation,POINT (0.0876926854252815 0.1923019364476204),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214571058,19728964184,1,1,"(0.07891696691513062, 0.19485604763031006)","(0.09539827704429626, 0.19079256057739258)",1,1,2.4964752197265625,2.4910125732421875,Fixation,POINT (0.0871576219797134 0.1928243041038513),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214579391,19728972517,1,1,"(0.07852338999509811, 0.19582727551460266)","(0.0948512926697731, 0.1958763599395752)",1,1,2.4983673095703125,2.47113037109375,Fixation,POINT (0.0866873413324356 0.1958518177270889),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214587724,19728980850,1,1,"(0.07658937573432922, 0.19085592031478882)","(0.09469520300626755, 0.1956230103969574)",1,1,2.5072479248046875,2.4690704345703125,Fixation,POINT (0.0856422893702984 0.1932394653558731),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214596058,19728989184,1,1,"(0.07698476314544678, 0.2070704996585846)","(0.09181097149848938, 0.1962536871433258)",1,1,2.48150634765625,2.4673309326171875,Fixation,POINT (0.0843978673219681 0.2016620934009552),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214604391,19728997517,1,1,"(0.07846712321043015, 0.205375075340271)","(0.0971514955163002, 0.1950080692768097)",1,1,2.474151611328125,2.4841766357421875,Fixation,POINT (0.0878093093633652 0.2001915723085403),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214612724,19729005850,1,1,"(0.08072512596845627, 0.2007753700017929)","(0.09748877584934235, 0.18544982373714447)",1,1,2.4787139892578125,2.487823486328125,Fixation,POINT (0.0891069509088993 0.1931125968694687),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214621058,19729014184,1,1,"(0.0814352035522461, 0.206012561917305)","(0.09501048922538757, 0.1854325830936432)",1,1,2.494476318359375,2.51287841796875,Fixation,POINT (0.0882228463888168 0.1957225725054741),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214629391,19729022517,1,1,"(0.07620931416749954, 0.20561449229717255)","(0.09989569336175919, 0.18318518996238708)",1,1,2.488037109375,2.5042724609375,Fixation,POINT (0.0880525037646294 0.1943998411297798),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214637724,19729030850,1,1,"(0.08157249540090561, 0.19390513002872467)","(0.10295748710632324, 0.19603517651557922)",1,1,2.5136871337890625,2.501068115234375,Fixation,POINT (0.0922649912536144 0.194970153272152),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214646058,19729039184,1,1,"(0.0801834762096405, 0.19980484247207642)","(0.10401257127523422, 0.19846421480178833)",1,1,2.498291015625,2.5012969970703125,Fixation,POINT (0.0920980237424374 0.1991345286369324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214654391,19729047517,1,1,"(0.08130329847335815, 0.21163193881511688)","(0.1010936051607132, 0.195845827460289)",1,1,2.5103759765625,2.5236358642578125,Fixation,POINT (0.0911984518170357 0.2037388831377029),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214662724,19729055850,1,1,"(0.0834626704454422, 0.2054256945848465)","(0.09988243877887726, 0.2084072232246399)",1,1,2.5089111328125,2.5152587890625,Fixation,POINT (0.0916725546121597 0.2069164589047432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214671058,19729064184,1,1,"(0.08458543568849564, 0.21079786121845245)","(0.09890472143888474, 0.2016485333442688)",1,1,2.516586303710937,2.524169921875,Fixation,POINT (0.0917450785636902 0.2062231972813606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214679391,19729072517,1,1,"(0.08037020266056061, 0.2172587364912033)","(0.09265883266925812, 0.20334617793560028)",1,1,2.5256805419921875,2.51593017578125,Fixation,POINT (0.0865145176649094 0.2103024572134018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214687724,19729080850,1,1,"(0.08050346374511719, 0.21281090378761292)","(0.09171196073293686, 0.18833473324775696)",1,1,2.526092529296875,2.533660888671875,Fixation,POINT (0.086107712239027 0.2005728185176849),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214696058,19729089184,1,1,"(0.08162962645292282, 0.1927194446325302)","(0.09641121327877045, 0.17449836432933807)",1,1,2.544769287109375,2.5352783203125,Fixation,POINT (0.0890204198658466 0.1836089044809341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214704393,19729097519,1,1,"(0.08027796447277069, 0.20821475982666016)","(0.10016783326864243, 0.19181081652641296)",1,1,2.546661376953125,2.5264892578125,Fixation,POINT (0.0902228988707066 0.2000127881765366),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214712726,19729105852,1,1,"(0.08183760195970535, 0.2127905786037445)","(0.10220276564359665, 0.19917504489421844)",1,1,2.548919677734375,2.53387451171875,Fixation,POINT (0.092020183801651 0.2059828117489815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214721060,19729114186,1,1,"(0.08843982964754105, 0.2011263519525528)","(0.09805954247713089, 0.18779847025871277)",1,1,2.554779052734375,2.5424041748046875,Fixation,POINT (0.093249686062336 0.1944624111056328),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214729393,19729122519,1,1,"(0.08588220924139023, 0.21126165986061096)","(0.08885052800178528, 0.20369769632816315)",1,1,2.5633697509765625,2.5624237060546875,Fixation,POINT (0.0873663686215878 0.207479678094387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214737726,19729130852,1,1,"(0.0772726982831955, 0.20605331659317017)","(0.09576216340065002, 0.17601531744003296)",1,1,2.55914306640625,2.555404663085937,Fixation,POINT (0.0865174308419228 0.1910343170166016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214746060,19729139186,1,1,"(0.08011193573474884, 0.20266243815422058)","(0.09931864589452744, 0.2049422413110733)",1,1,2.5789031982421875,2.553817749023437,Fixation,POINT (0.0897152908146381 0.2038023397326469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214754393,19729147519,1,1,"(0.08877886831760406, 0.22185812890529633)","(0.09664325416088104, 0.17580506205558777)",1,1,2.567718505859375,2.5638885498046875,Fixation,POINT (0.0927110612392426 0.198831595480442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214762726,19729155852,1,1,"(0.08486218005418777, 0.1948450803756714)","(0.0926639586687088, 0.2000255137681961)",1,1,2.5733184814453125,2.5714569091796875,Fixation,POINT (0.0887630693614483 0.1974352970719338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214771060,19729164186,1,1,"(0.07757962495088577, 0.22367998957633972)","(0.09307114034891129, 0.1929066926240921)",1,1,2.5547637939453125,2.5764312744140625,Fixation,POINT (0.0853253826498985 0.2082933411002159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,goToRegistration,47570692,1211214779393,19729172519,1,1,"(0.08036625385284424, 0.20440609753131866)","(0.09954515844583511, 0.18459077179431915)",1,1,2.59613037109375,2.565704345703125,Fixation,POINT (0.0899557061493397 0.1944984346628189),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214787726,19729180852,1,1,"(0.09289487451314926, 0.2061394602060318)","(0.09164851158857346, 0.1882905662059784)",1,1,2.57635498046875,2.574127197265625,Fixation,POINT (0.0922716930508614 0.1972150132060051),,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,136,goToRegistration,47570692,1211214796061,19729189186,1,1,"(0.08515432476997375, 0.21636828780174255)","(0.08786710351705551, 0.18994662165641785)",1,1,2.591583251953125,2.5970001220703125,Fixation,POINT (0.0865107141435146 0.2031574547290802),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
