Participant,Quality,Method,functiondeclaration_FC,conditional_statement_FC,parameter_FC,variable_declaration_FC,loop_FC,argument_FC,functioncall_FC,externallydefinedvariableorfunction_FC,conditionalblock_FC,return_FC,exceptionhandling_FC,comment_FC,externalclass_FC,variable_FC,assignment_FC,literal_FC,operator_FC,operation_FC
316,2,testNegativeParseCases,14.0,1.0,,,9.0,,,1.0,,,,0.0,,,,0.0,,
139,0,testNegativeParseCases,11.0,51.0,,,42.0,,,10.0,,,,0.0,,,,1.0,,
136,0,add,1.0,12.0,0.0,4.0,32.0,,,,0.0,11.0,,,,,,,,
176,0,add,41.0,37.0,9.0,15.0,17.0,,,,0.0,5.0,,,,,,,,
155,1,add,1.0,71.0,0.0,7.0,200.0,,,,27.0,28.0,,,,,,,,
117,2,add,26.0,42.0,0.0,14.0,30.0,,,,0.0,7.0,,,,,,,,
166,1,add,5.0,31.0,4.0,4.0,75.0,,,,11.0,21.0,,,,,,,,
317,1,add,1.0,49.0,6.0,0.0,15.0,,,,12.0,14.0,,,,,,,,
168,0,add,5.0,20.0,0.0,5.0,34.0,,,,1.0,16.0,,,,,,,,
319,2,add,0.0,10.0,0.0,3.0,10.0,,,,0.0,0.0,,,,,,,,
182,2,add,25.0,34.0,2.0,29.0,36.0,,,,1.0,34.0,,,,,,,,
310,2,add,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,,,,,,,,
129,2,add,7.0,21.0,6.0,8.0,8.0,,,,3.0,6.0,,,,,,,,
111,1,add,26.0,12.0,0.0,25.0,18.0,,,,0.0,0.0,,,,,,,,
313,2,add,17.0,66.0,4.0,7.0,57.0,,,,9.0,3.0,,,,,,,,
315,0,add,5.0,51.0,1.0,3.0,75.0,,,,4.0,34.0,,,,,,,,
133,2,add,14.0,114.0,6.0,11.0,67.0,,,,22.0,16.0,,,,,,,,
143,2,add,6.0,41.0,6.0,12.0,10.0,,,,11.0,13.0,,,,,,,,
311,1,add,45.0,21.0,9.0,6.0,8.0,,,,2.0,10.0,,,,,,,,
314,2,add,7.0,37.0,2.0,9.0,43.0,,,,1.0,11.0,,,,,,,,
106,2,add,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
318,1,add,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,,,,,,
147,1,add,26.0,25.0,7.0,4.0,20.0,,,,3.0,3.0,,,,,,,,
191,2,add,5.0,24.0,0.0,3.0,36.0,,,,20.0,4.0,,,,,,,,
189,2,add,2.0,34.0,3.0,3.0,39.0,,,,16.0,22.0,,,,,,,,
316,2,add,4.0,18.0,6.0,3.0,3.0,,,,0.0,0.0,,,,,,,,
139,2,add,16.0,61.0,12.0,24.0,27.0,,,,10.0,7.0,,,,,,,,
136,1,appendDeclarations,2.0,28.0,0.0,,,,,,35.0,,,,,,,,,
176,2,appendDeclarations,35.0,71.0,20.0,,,,,,75.0,,,,,,,,,
155,0,appendDeclarations,16.0,72.0,28.0,,,,,,63.0,,,,,,,,,
117,2,appendDeclarations,11.0,25.0,2.0,,,,,,19.0,,,,,,,,,
166,1,appendDeclarations,0.0,45.0,0.0,,,,,,63.0,,,,,,,,,
317,2,appendDeclarations,26.0,78.0,22.0,,,,,,150.0,,,,,,,,,
319,1,appendDeclarations,0.0,0.0,0.0,,,,,,8.0,,,,,,,,,
186,1,appendDeclarations,22.0,22.0,21.0,,,,,,51.0,,,,,,,,,
182,1,appendDeclarations,17.0,9.0,24.0,,,,,,3.0,,,,,,,,,
310,0,appendDeclarations,0.0,7.0,0.0,,,,,,8.0,,,,,,,,,
111,1,appendDeclarations,36.0,23.0,6.0,,,,,,16.0,,,,,,,,,
313,1,appendDeclarations,26.0,71.0,30.0,,,,,,88.0,,,,,,,,,
315,0,appendDeclarations,21.0,39.0,12.0,,,,,,58.0,,,,,,,,,
133,2,appendDeclarations,14.0,14.0,13.0,,,,,,8.0,,,,,,,,,
143,2,appendDeclarations,45.0,27.0,0.0,,,,,,30.0,,,,,,,,,
314,2,appendDeclarations,15.0,28.0,0.0,,,,,,14.0,,,,,,,,,
106,1,appendDeclarations,34.0,20.0,26.0,,,,,,30.0,,,,,,,,,
318,2,appendDeclarations,4.0,9.0,2.0,,,,,,13.0,,,,,,,,,
147,1,appendDeclarations,42.0,31.0,2.0,,,,,,33.0,,,,,,,,,
191,1,appendDeclarations,16.0,14.0,15.0,,,,,,49.0,,,,,,,,,
189,2,appendDeclarations,0.0,57.0,0.0,,,,,,84.0,,,,,,,,,
316,0,appendDeclarations,40.0,56.0,1.0,,,,,,23.0,,,,,,,,,
139,2,appendDeclarations,24.0,187.0,46.0,,,,,,237.0,,,,,,,,,
136,2,getJSplitPane,5.0,8.0,,,,,,,43.0,0.0,,,,,,,,
314,1,getJSplitPane,10.0,1.0,,,,,,,20.0,0.0,,,,,,,,
189,2,getJSplitPane,20.0,34.0,,,,,,,33.0,1.0,,,,,,,,
176,0,setSecurityMode,15.0,3.0,7.0,,,0.0,5.0,2.0,,0.0,4.0,,4.0,0.0,0.0,,,
317,0,setSecurityMode,0.0,10.0,2.0,,,0.0,4.0,4.0,,9.0,16.0,,2.0,2.0,0.0,,,
191,1,setSecurityMode,27.0,45.0,10.0,,,0.0,11.0,34.0,,2.0,19.0,,14.0,0.0,1.0,,,
316,0,setSecurityMode,47.0,24.0,1.0,,,0.0,11.0,11.0,,0.0,9.0,,27.0,0.0,0.0,,,
186,2,toString,0.0,8.0,,1.0,,68.0,1.0,,0.0,0.0,,,,0.0,,,,
143,2,toString,4.0,1.0,,3.0,,13.0,1.0,,2.0,1.0,,,,0.0,,,,
311,2,toString,9.0,5.0,,16.0,,12.0,10.0,,0.0,3.0,,,,1.0,,,,
318,1,toString,1.0,4.0,,4.0,,39.0,8.0,,3.0,0.0,,,,0.0,,,,
176,0,testGetEmail,26.0,,,78.0,,11.0,26.0,,,,,0.0,2.0,,,,,
317,2,testGetEmail,17.0,,,18.0,,15.0,8.0,,,,,0.0,0.0,,,,,
168,1,testGetEmail,4.0,,,45.0,,11.0,26.0,,,,,0.0,4.0,,,,,
106,2,testGetEmail,37.0,,,68.0,,18.0,8.0,,,,,0.0,0.0,,,,,
117,0,getRodinDBStatus,10.0,9.0,,6.0,,,,,,11.0,,12.0,,,,,,
186,0,getRodinDBStatus,0.0,22.0,,0.0,,,,,,42.0,,3.0,,,,,,
182,0,getRodinDBStatus,48.0,19.0,,51.0,,,,,,9.0,,2.0,,,,,,
311,2,getRodinDBStatus,8.0,0.0,,5.0,,,,,,0.0,,0.0,,,,,,
176,1,store,9.0,,16.0,16.0,,10.0,14.0,6.0,,,0.0,,1.0,,,,,
317,1,store,0.0,,11.0,11.0,,43.0,22.0,18.0,,,0.0,,1.0,,,,,
168,1,store,3.0,,2.0,20.0,,17.0,16.0,16.0,,,1.0,,6.0,,,,,
313,0,store,13.0,,28.0,24.0,,47.0,34.0,27.0,,,1.0,,5.0,,,,,
314,2,store,10.0,,10.0,40.0,,42.0,51.0,23.0,,,0.0,,6.0,,,,,
106,2,store,1.0,,9.0,9.0,,10.0,15.0,14.0,,,0.0,,4.0,,,,,
139,0,store,23.0,,42.0,62.0,,61.0,97.0,56.0,,,15.0,,20.0,,,,,
155,0,addRotation,0.0,,0.0,34.0,,2.0,,8.0,,,,,2.0,3.0,0.0,,,
182,2,addRotation,43.0,,17.0,54.0,,0.0,,0.0,,,,,4.0,0.0,0.0,,,
310,2,addRotation,0.0,,0.0,4.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,,
111,2,addRotation,23.0,,13.0,53.0,,0.0,,2.0,,,,,13.0,0.0,0.0,,,
311,1,addRotation,16.0,,22.0,120.0,,20.0,,9.0,,,,,4.0,4.0,0.0,,,
191,0,addRotation,31.0,,17.0,71.0,,3.0,,9.0,,,,,4.0,0.0,0.0,,,
189,0,addRotation,6.0,,10.0,147.0,,1.0,,4.0,,,,,0.0,9.0,1.0,,,
312,0,addRotation,0.0,,4.0,69.0,,10.0,,2.0,,,,,0.0,0.0,0.0,,,
136,1,goToRegistration,0.0,,,,,6.0,60.0,45.0,,,,,,,,,,
319,1,goToRegistration,0.0,,,,,1.0,4.0,4.0,,,,,,,,,,
182,2,goToRegistration,7.0,,,,,3.0,17.0,37.0,,,,,,,,,,
111,2,goToRegistration,22.0,,,,,10.0,50.0,101.0,,,,,,,,,,
106,2,goToRegistration,8.0,,,,,18.0,51.0,11.0,,,,,,,,,,
182,2,setUpMrj,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,
111,1,setUpMrj,17.0,0.0,1.0,,,6.0,11.0,3.0,,0.0,0.0,,13.0,,1.0,,,
143,2,setUpMrj,15.0,8.0,0.0,,,0.0,13.0,13.0,,2.0,1.0,,22.0,,0.0,,,
316,2,setUpMrj,63.0,12.0,0.0,,,0.0,0.0,22.0,,0.0,0.0,,18.0,,0.0,,,
312,2,setUpMrj,21.0,10.0,0.0,,,4.0,2.0,32.0,,2.0,0.0,,3.0,,0.0,,,
139,0,setUpMrj,30.0,29.0,1.0,,,9.0,8.0,9.0,,4.0,0.0,,24.0,,1.0,,,
